Participant id,Group,Submission id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Pain question,Record video,Webcam,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
577bcb033146cb0001d1b530,EMOJIANDCHAT,64509a3e090adb4260c08589,APPROVED,2023-05-02T05:06:10.588000Z,2023-05-02T05:12:28.226000Z,2023-05-02 07:06:07,2023-05-02T05:12:28.624992Z,378,CKUN41EW,594,English,Yes,Yes,Yes,23,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED
60fd07c6c2117f79a36f1271,EMOJIANDCHAT,64509ab59cc50ac39096181f,APPROVED,2023-05-02T05:08:09.230000Z,2023-05-02T05:15:02.927000Z,2023-05-02 07:06:07,2023-05-02T05:15:03.277796Z,414,NOCODE,182,"English, Italian",Yes,Yes,Yes,21,Female,White,United States,United States,Italy,Italian,Yes,Part-Time
60400327a152361b2838dcc3,EMOJIANDCHAT,64509aed72055e18f3e23582,APPROVED,2023-05-02T05:09:06.640000Z,2023-05-02T05:16:53.934000Z,2023-05-02 07:06:07,2023-05-02T05:16:54.420627Z,468,CKUN41EW,910,English,Yes,Yes,Yes,45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
5e2db0f07dc16b3a611516bd,EMOJIANDCHAT,64509b2382168a2e13c08591,APPROVED,2023-05-02T05:11:31.321000Z,2023-05-02T05:17:36.251000Z,2023-05-02 07:06:08,2023-05-02T05:17:36.649778Z,365,CKUN41EW,907,English,Yes,Yes,Yes,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
601387b4aa37e127b0544497,EMOJIANDCHAT,64509b90f78056b446e2357e,APPROVED,2023-05-02T05:12:10.660000Z,2023-05-02T05:28:04.479000Z,2023-05-02 07:06:08,2023-05-02T05:28:04.870793Z,954,CKUN41EW,609,English,Yes,Yes,Yes,39,Female,Black,United States,United States,United States,English,Yes,Full-Time
55e56224c70c7a00112a6565,EMOJIANDCHAT,64509c293b1145f2854ab109,APPROVED,2023-05-02T05:14:17.484000Z,2023-05-02T05:23:25.345000Z,2023-05-02 07:06:08,2023-05-02T05:23:25.873368Z,548,CKUN41EW,471,English,Yes,Yes,Yes,35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
5f0f7fe1d7ad1c000b42d091,EMOJIANDCHAT,6450a6e6e5dc0faf432cc37c,APPROVED,2023-05-02T06:00:06.242000Z,2023-05-02T06:10:06.358000Z,2023-05-02 07:06:08,2023-05-02T06:10:06.841891Z,601,CKUN41EW,1251,"Spanish, English",Yes,Yes,Yes,26,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
5fcfc1cf5aaa211308f4a1d2,EMOJIANDCHAT,6450b8308cb0b4583ed0a36c,APPROVED,2023-05-02T07:14:13.439000Z,2023-05-02T07:23:45.604000Z,2023-05-02 07:38:44,2023-05-02T07:23:46.172973Z,573,CKUN41EW,453,English,Yes,Yes,Yes,50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
5caf6864971a7b0012dc7562,EMOJIANDCHAT,6450b83293796594bcb4cced,APPROVED,2023-05-02T07:13:54.891000Z,2023-05-02T07:21:43.576000Z,2023-05-02 07:38:44,2023-05-02T07:21:43.949776Z,469,CKUN41EW,837,English,Yes,Yes,Yes,35,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6321d750bbac904272fcff34,EMOJIANDCHAT,6450b8333ccde8c72f487921,APPROVED,2023-05-02T07:13:55.462000Z,2023-05-02T07:30:04.466000Z,2023-05-02 07:38:44,2023-05-02T07:30:04.836973Z,970,CKUN41EW,535,English,Yes,Yes,Yes,25,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
63cfef2a906cd8307419602c,EMOJIANDCHAT,6450b835c2f4743e33ba054d,APPROVED,2023-05-02T07:13:57.754000Z,2023-05-02T07:28:28.497000Z,2023-05-02 07:38:44,2023-05-02T07:28:28.986177Z,871,CKUN41EW,183,"English, Urdu",Yes,Yes,Yes,27,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6266a4e5846e1e41812a0432,EMOJIANDCHAT,6450b8366d3d46eaa239e0fe,APPROVED,2023-05-02T07:14:02.689000Z,2023-05-02T07:20:25.153000Z,2023-05-02 07:38:45,2023-05-02T07:20:25.658497Z,383,CKUN41EW,810,English,Yes,Yes,Yes,50,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
5a051341ff266c0001d1f915,EMOJIANDCHAT,6450b8376cd188d433d0a339,APPROVED,2023-05-02T07:13:59.129000Z,2023-05-02T08:08:38.684000Z,2023-05-02 12:10:54,2023-05-02T08:08:39.329746Z,3280,"Temporary, still completing (started late, sorry!) will edit this on completion",1899,English,Yes,Yes,Yes,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
5eea5e9ee0d561140ff250a1,EMOJIANDCHAT,6450b83a033b5ea013764872,APPROVED,2023-05-02T07:22:11.316000Z,2023-05-02T08:00:38.793000Z,2023-05-02 12:10:54,2023-05-02T08:00:39.336718Z,2308,CKUN41EW,1999,English,Yes,Yes,Yes,41,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
60886f033e4f5c214da0c898,EMOJIANDCHAT,6450b83adf5767e8ff502a3d,APPROVED,2023-05-02T07:16:22.065000Z,2023-05-02T07:23:48.066000Z,2023-05-02 07:38:45,2023-05-02T07:23:48.391878Z,447,CKUN41EW,1032,English,Yes,Yes,Yes,47,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
5e35373e1ddb124e6c306747,EMOJIANDCHAT,6450b83ffe54fc843723627f,APPROVED,2023-05-02T07:14:07.367000Z,2023-05-02T07:25:48.878000Z,2023-05-02 07:38:45,2023-05-02T07:25:49.637580Z,702,CKUN41EW,1362,English,Yes,Yes,Yes,47,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
639383fc832878cc8a4b0a2d,EMOJIANDCHAT,6450b8470eedbc2ee21b3aa7,APPROVED,2023-05-02T07:14:15.008000Z,2023-05-02T07:26:18.534000Z,2023-05-02 07:38:45,2023-05-02T07:26:18.939881Z,724,CKUN41EW,200,"English, Chinese, Vietnamese",Yes,Yes,Yes,23,Female,Asian,Vietnam,Australia,Vietnam,English,No,Full-Time
588a4cbb670d6600012bd509,EMOJIANDCHAT,6450b84b4b10d5b413673bc7,APPROVED,2023-05-02T07:14:32.279000Z,2023-05-02T07:22:01.282000Z,2023-05-02 07:38:45,2023-05-02T07:22:01.677261Z,450,CKUN41EW,677,English,Yes,Yes,Yes,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
5ecd49233f464e08bf0e4c50,EMOJIANDCHAT,6450b84c8e252956e6a94dc9,APPROVED,2023-05-02T07:14:23.263000Z,2023-05-02T07:20:46.546000Z,2023-05-02 07:38:45,2023-05-02T07:20:46.922693Z,384,CKUN41EW,1539,English,Yes,Yes,Yes,42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
63ea669ce46739b08786f07b,EMOJIANDCHAT,6450b84e402fa8ec5f4878ef,APPROVED,2023-05-02T07:15:00.283000Z,2023-05-02T07:24:16.495000Z,2023-05-02 07:38:45,2023-05-02T07:24:17.064300Z,557,CKUN41EW,181,"Arabic, English, Spanish",Yes,Yes,Yes,27,Male,Black,Nigeria,United Kingdom,United Kingdom,English,Yes,Other
595339f4ad2ce90001b88266,EMOJIANDCHAT,6450b84f14675fb02d1b3aca,APPROVED,2023-05-02T07:14:23.753000Z,2023-05-02T07:19:31.603000Z,2023-05-02 07:38:45,2023-05-02T07:19:31.947578Z,308,CKUN41EW,1420,English,Yes,Yes,Yes,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
611f6b271025941d3c6cd153,EMOJIANDCHAT,6450b84faca62c1253251de9,APPROVED,2023-05-02T07:14:56.738000Z,2023-05-02T07:22:56.280000Z,2023-05-02 07:38:46,2023-05-02T07:22:59.535260Z,480,CKUN41EW,192,English,Yes,Yes,Yes,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
5b667e3fdc84c6000173edc2,EMOJIANDCHAT,6450b8518cb0b4583ed0a37a,APPROVED,2023-05-02T07:14:25.630000Z,2023-05-02T08:00:21.275000Z,2023-05-02 12:10:54,2023-05-02T08:00:21.793287Z,2756,CKUN41EW,2930,English,Yes,Yes,Yes,35,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
5f017162f1a82a2aeb59524d,EMOJIANDCHAT,6450b8549be0e30fc2b5dd25,APPROVED,2023-05-02T07:14:31.709000Z,2023-05-02T07:26:41.486000Z,2023-05-02 07:38:46,2023-05-02T07:26:41.827976Z,730,CKUN41EW,1248,English,Yes,Yes,Yes,74,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
5c3baa275a88cc000189ef36,EMOJIANDCHAT,6450b8559e5c0b61109c3e59,APPROVED,2023-05-02T07:15:14.839000Z,2023-05-02T07:22:35.082000Z,2023-05-02 07:38:46,2023-05-02T07:22:35.534947Z,441,CKUN41EW,1724,English,Yes,Yes,Yes,45,Male,White,Poland,United Kingdom,United Kingdom,Polish,Yes,Full-Time
62713336883f41f7f3fb1b6a,EMOJIANDCHAT,6450b8622757b50004961834,APPROVED,2023-05-02T07:15:07.806000Z,2023-05-02T07:22:07.617000Z,2023-05-02 07:38:46,2023-05-02T07:22:08.349670Z,420,CKUN41EW,172,English,Yes,Yes,Yes,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
60e85190b9cffd8fed0a064f,EMOJIANDCHAT,6450b872bc8074077b62039f,APPROVED,2023-05-02T07:16:06.780000Z,2023-05-02T07:27:51.830000Z,2023-05-02 07:38:46,2023-05-02T07:27:52.232800Z,706,CKUN41EW,1075,English,Yes,Yes,Yes,58,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time

